"ProteinGroup","Gene","Description","KO_1G4_r1","KO_1G4_r2","KO_1G4_r3","KO_1G4_r4","KO_3G4_r1","KO_3G4_r2","KO_3G4_r3","KO_3G4_r4","LTED_r1","LTED_r2","LTED_r3","LTED_r4","WT_r1","WT_r2","WT_r3","WT_r4"
"P09661","SNRPA1","U2 small nuclear ribonucleoprotein A'",301745.21875,341689.8125,303683.125,307770.28125,283878.4375,357741.75,299958.75,283217.71875,272541.1875,325081.03125,279328.6875,287936.34375,491254.875,372347.28125,508989.65625,NA
"P09669","COX6C","Cytochrome c oxidase subunit 6C",518207.625,470921.4375,501908.625,390452.34375,448896.5,526344.0625,425945.25,439599.96875,493378.90625,430663.71875,454585.75,480110.03125,642228.75,745803.9375,612771.625,NA
"P09758","TACSTD2","Tumor-associated calcium signal transducer 2",344734.875,223782.3125,264447,313187.96875,381347.28125,343033.71875,444574.8125,334847.71875,133770.578125,146364.21875,176525.078125,164217.234375,201985.28125,238861.671875,193669.609375,NA
"P09874","PARP1","Poly [ADP-ribose] polymerase 1",390520,354242.21875,416302.40625,393644.875,648454.4375,565293.6875,573135,701289.25,465498.28125,449336.90625,493505.75,498445.3125,218729.15625,381058.4375,231886.578125,NA
"P09914","IFIT1","Interferon-induced protein with tetratricopeptide repeats 1",4406.634765625,NA,1303.419921875,NA,2148.7109375,1445.08276367188,1489.72314453125,715.395141601563,NA,132.087646484375,NA,82.965461730957,3637.412109375,3494.86376953125,761.106140136719,NA
"P09960","LTA4H","Leukotriene A-4 hydrolase",450692.9375,404933.21875,425795.34375,379664,484823.53125,510534.90625,476077.25,483512.1875,455493.84375,473335.9375,509097.40625,497679.96875,817643.1875,847568.375,788181.0625,NA
"P09972","ALDOC","Fructose-bisphosphate aldolase C",2030266.25,1672849.125,2106997,1784914.5,2840879.5,2625447.5,2659478,2335729.25,1318685.5,1690366.125,1787127.875,1847681.25,2002678.75,3267510.75,2897093,6294745.5
"P0C024","NUDT7","Peroxisomal coenzyme A diphosphatase NUDT7",5398.146484375,5806.0048828125,6160.72412109375,6107.86279296875,8433.4375,9081.5478515625,8003.76318359375,7653.20654296875,9365.818359375,15104.994140625,14281.7021484375,13408.4287109375,2861.30249023438,2701.6806640625,2266.66552734375,NA
"P0C0S5;Q71UI9","H2AZ1;H2AFV","Histone H2A.Z;Histone H2A.V",144222.203125,1104152.75,121537.7890625,215937.3125,140292.859375,1138509,194308.0625,125787.640625,535568.125,842293.875,181233.578125,167829.453125,1203748.625,138025.6875,1016926.25,NA
"P0C2W1","FBXO45","F-box/SPRY domain-containing protein 1",6295.4931640625,6653.13525390625,7117.03662109375,2245.33056640625,7321.71728515625,4903.16796875,6261.75048828125,6879.7216796875,7050.75634765625,7801.27490234375,7784.94189453125,7574.62744140625,7042.685546875,7677.33447265625,7860.32470703125,NA
"P0C7P0","CISD3","CDGSH iron-sulfur domain-containing protein 3, mitochondrial",23335.578125,20065.74609375,22208.755859375,13341.5498046875,20164.64453125,17941.3046875,15873.6806640625,19060.1875,8775.052734375,10818.5625,9626.3974609375,8486.5849609375,6888.8125,10985.140625,7207.7802734375,NA
"P0C7T5","ATXN1L","Ataxin-1-like",10630.7646484375,6183.7724609375,10578.14453125,4254.0361328125,4383.521484375,9416.2353515625,6443.66796875,9222.6953125,11915.3037109375,1015.51483154297,2987.69750976563,2243.63354492188,3859.63500976563,8534.3125,5071.9091796875,NA
"P0C870","JMJD7","Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7",18126.119140625,14585.681640625,16173.2763671875,14440.01171875,24021.376953125,21839.931640625,19824.447265625,21142.916015625,5162.12255859375,3630.74755859375,6760.0361328125,6183.78857421875,1404.71484375,1142.64135742188,2541.3447265625,NA
"P0CG12","DERPC","Decreased expression in renal and prostate cancer protein",11338.2333984375,11650.9541015625,10864.7197265625,14352.5986328125,11689.6474609375,14465.7861328125,15032.0205078125,12896.7548828125,13348.3193359375,11907.0830078125,11422.6552734375,13729.408203125,7848.9296875,12030.419921875,11871.2763671875,NA
"P0CG24;Q8N883","ZNF883;ZNF614","Zinc finger protein 883;Zinc finger protein 614",981.7978515625,879.372619628906,918.70263671875,398.535705566406,601.994140625,1147.30407714844,779.689758300781,1254.77746582031,1054.20947265625,642.626281738281,617.51220703125,1037.03637695313,922.478881835938,1149.0390625,1248.98461914063,NA
"P0CJ78","ZNF865","Zinc finger protein 865",5247.255859375,5283.0390625,4782.333984375,751.278259277344,3441.86303710938,3904.30981445313,3157.11279296875,3492.95166015625,4598.74560546875,4263.185546875,4969.46923828125,4320.70361328125,2317.83569335938,2256.84350585938,2525.4697265625,NA
"P0DI81;P0DI82","TRAPPC2;TRAPPC2B","Trafficking protein particle complex subunit 2;Trafficking protein particle complex subunit 2B",25351.21484375,27228.857421875,25281.875,18839.8359375,25969.67578125,22285.7109375,24053.572265625,25105.390625,21724.9765625,20049.740234375,20969.517578125,21014.947265625,18101.873046875,23872.806640625,21139.662109375,NA
"P0DMU9;P0DMV1;P0DMV2;Q5DJT8","CT45A10;CT45A8;CT45A9;CT45A2","Cancer/testis antigen family 45 member A10;Cancer/testis antigen family 45 member A8;Cancer/testis antigen family 45 member A9;Cancer/testis antigen family 45 member A2",36264.12890625,39698.39453125,44680.05859375,38630.87109375,3971.78637695313,3252.93334960938,1421.67077636719,NA,1048.27136230469,668.464477539063,NA,NA,2559.19482421875,1391.55822753906,NA,NA
"P0DN76;Q01081","U2AF1L5;U2AF1","Splicing factor U2AF 35 kDa subunit-like protein;Splicing factor U2AF 35 kDa subunit",430126.96875,421390.09375,425070.5625,414176.21875,445342.0625,509168.28125,446440.9375,471593.125,542992.1875,496008.8125,478695.9375,523845.09375,549991.5625,429216.46875,509957.8125,NA
"P0DN79;P35520","CBSL;CBS","Cystathionine beta-synthase-like protein;Cystathionine beta-synthase",487044.15625,524480.0625,544554.9375,560367.75,583083.4375,594679.8125,653127.3125,606940.4375,438376.875,467770.125,460419.75,521365.5625,276306.65625,307443.09375,329510.25,NA
"P0DPB5","POLR1D","Protein POLR1D, isoform 2",43004.5,47440.2890625,48610.1171875,36904.359375,42286.4921875,41560.234375,29015.572265625,42148.03515625,33849.4609375,42077.52734375,46729.03515625,41611.68359375,54979.89453125,65359.43359375,62036.0390625,NA
"P0DPD7","EEF1AKMT4","EEF1A lysine methyltransferase 4",31033.337890625,29403.259765625,31204.32421875,29437.453125,25316.1015625,23375.427734375,26557.701171875,20981.50390625,31819.810546875,41140.47265625,28559.255859375,36503.71484375,66321.171875,68700.6796875,67405.625,NA
"P10114","RAP2A","Ras-related protein Rap-2a",252000.25,320221.40625,293890.375,322513.34375,218986.109375,252745.140625,248157.765625,213550.65625,225168.59375,278137.90625,250773.796875,285619.4375,157027.171875,173713.59375,155719.09375,NA
"P10155","RO60","60 kDa SS-A/Ro ribonucleoprotein",231426.09375,213389.15625,220905.953125,212970.0625,183529.53125,179684.5625,182579.203125,184814.65625,180362.234375,165194.28125,183954.875,188806.953125,162411.984375,182014.484375,156732.953125,NA
"P10253","GAA","Lysosomal alpha-glucosidase",461815.09375,386969.46875,375080.4375,411462.53125,483212.125,494268.21875,502914.9375,419548.1875,233213.234375,207393.375,242446.453125,222718.234375,327212.5,345731.0625,275211.84375,NA
"P10275","AR","Androgen receptor",23286.08984375,20189.419921875,20075.638671875,18289.798828125,28972.150390625,24288.763671875,21235.103515625,27631.61328125,22312.16015625,17871.0859375,21239.388671875,20114.638671875,3011.79833984375,2719.08227539063,2897.2421875,NA
"P10301","RRAS","Ras-related protein R-Ras",7498.4326171875,7511.73193359375,4967.91015625,7273.119140625,14908.9150390625,13700.763671875,20077.62890625,10683.8779296875,5938.86962890625,4861.7412109375,7469.0634765625,8376.91015625,6590.20556640625,7732.015625,2114.08447265625,NA
"P10398","ARAF","Serine/threonine-protein kinase A-Raf",83267.140625,73432.3984375,78739.6875,74717.3359375,89871.609375,70451.859375,70382.6015625,95842.921875,73206.1875,74535.234375,76182.6015625,74688.2578125,48111.81640625,53612.80078125,50808.62890625,NA
"P10412","H1-4","Histone H1.4",2380430.75,2450820.5,1505983.625,3073783.25,2331324,2283717.5,1766858,1537952.125,2777181.5,2247950.5,2556949,1592925.875,1956361.75,509105.84375,1756871.375,NA
"P10415","BCL2","Apoptosis regulator Bcl-2",52759.4765625,79842.234375,78760.796875,77763.6953125,5175.39990234375,7631.4736328125,3885.44458007813,6705.4091796875,35328.3046875,31436.068359375,27569.1484375,32440.046875,42263.25390625,63369.19921875,47627.1875,NA
"P10515","DLAT","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",193150.5,204127.640625,210033.34375,235003.703125,183576.328125,170297.078125,174069.890625,172279.421875,200401.03125,211318.046875,207527.1875,220678.640625,237944.265625,242219.96875,229394.796875,NA
"P10586","PTPRF","Receptor-type tyrosine-protein phosphatase F",151470.421875,126355.7734375,149059.4375,134061.046875,170602.21875,164255.53125,180961.375,153114.15625,68066.828125,86176.1953125,113889.3671875,102212.4296875,95543.9609375,140973.125,109551.9609375,NA
"P10588","NR2F6","Nuclear receptor subfamily 2 group F member 6",12191.8876953125,13706.9951171875,10691.84375,10324.693359375,13125.228515625,13492.9033203125,9201.076171875,12769.890625,15315.47265625,14779.30859375,14699.95703125,15178.490234375,12300.662109375,13888.9736328125,13696.6953125,NA
"P10599","TXN","Thioredoxin",743220.3125,627331.0625,730815.125,569379.5,574533.4375,539551.5,515816,620944.5625,475889.53125,367317.0625,379276.5625,407761.15625,529909.5625,682421.9375,547433.875,NA
"P10606","COX5B","Cytochrome c oxidase subunit 5B, mitochondrial",125702.171875,93382.71875,123989.359375,99423.15625,133839.3125,123605.140625,105852.546875,117807.9140625,75160.1953125,84668.703125,90368.3125,103879.734375,117423.8671875,127691.40625,118147.8515625,NA
"P10619;X6R5C5;X6R8A1","CTSA","Lysosomal protective protein;Carboxypeptidase;Carboxypeptidase",145097.625,142575.28125,116385.4140625,155689.3125,206084.796875,230633.015625,250570.46875,177639.578125,135848.640625,84252.7734375,97780.671875,93222.9921875,95877.5859375,119290.5234375,85201.8046875,NA
"P10620","MGST1","Microsomal glutathione S-transferase 1",250275.65625,358643.90625,267319.59375,294180.53125,236758.84375,238211.71875,223028.546875,255889.453125,392778.09375,367584.28125,361194.28125,425887.46875,158809.71875,181340.578125,139111.53125,NA
"P10644","PRKAR1A","cAMP-dependent protein kinase type I-alpha regulatory subunit",373098.40625,404442.65625,406291.96875,428853.4375,367504.8125,406292.625,413359.375,402468.375,421434.3125,395290.625,389789.71875,387413.125,463193,440543.53125,483342.21875,NA
"P10646","TFPI","Tissue factor pathway inhibitor",1822.34997558594,2010.19836425781,1819.2080078125,2789.20361328125,6919.65185546875,9951.98046875,9140.4501953125,7148.2509765625,7144.556640625,3660.68676757813,4980.88330078125,3616.83544921875,580.210083007813,1144.02697753906,356.617218017578,NA
"P10746","UROS","Uroporphyrinogen-III synthase",10240.451171875,7972.64013671875,8737.3603515625,5266.78369140625,15888.197265625,16407.806640625,15581.01171875,14625.3896484375,7829.52734375,8234.5166015625,8218.2939453125,8661.08203125,4734.69775390625,7707.07568359375,4396.1357421875,NA
"P10768","ESD","S-formylglutathione hydrolase",1240968.375,1108545.875,1201088.875,1177787,1350662.25,1359143.25,1326804.25,1285461.375,923793.0625,954990.25,1004776.125,996823.4375,1156637.5,1172259.5,1083768.875,8209731.5
"P10809","HSPD1","60 kDa heat shock protein, mitochondrial",5738191.5,5399060.5,5594866,6180767,5423086.5,6607003.5,6264060.5,5661978.5,4402953,3845779.5,3656481.5,4101103.5,4563459,4916162,4854533,41570176
"P10909","CLU","Clusterin",81074.6796875,53683.1484375,61379.03125,80108.2578125,82641.4453125,74319.8984375,81141.3359375,77675.140625,117460.6640625,91600.6015625,99481.734375,97978.75,9714.7119140625,5247.09228515625,8239.5068359375,NA
"P10915","HAPLN1","Hyaluronan and proteoglycan link protein 1",599265.75,669891.625,620221.625,501741.09375,565174.25,567977.625,454001.8125,621562.625,512228.0625,498095.4375,648043.5,555181.0625,556938.375,564098.0625,635285.3125,NA
"P11021","HSPA5","Endoplasmic reticulum chaperone BiP",2097245,1927005.375,2163929.75,1811820.5,1946411.5,2324944.25,2103781.5,2013728.375,1554840.375,1610737.375,1759820.75,1705315,1649448.625,1710501.5,1692920,NA
"P11047","LAMC1","Laminin subunit gamma-1",10002.966796875,8303.84765625,7468.91845703125,6941.318359375,7191.74755859375,6298.24853515625,7883.283203125,7056.73486328125,7298.14990234375,8244.150390625,9046.36328125,8517.900390625,5116.50244140625,4775.55419921875,5293.275390625,NA
"P11137","MAP2","Microtubule-associated protein 2",43849.06640625,39294.37890625,37129.2578125,49859.75390625,62495.59765625,71056.09375,85887.8671875,68383.84375,36725.87890625,34741.62109375,24924.03515625,24930.185546875,20964.56640625,7668.4248046875,9211.375,NA
"P11142","HSPA8","Heat shock cognate 71 kDa protein",10969646,11179864,11550372,11305798,10862250,12531231,11799007,11735234,15164708,14388945,13951276,14463481,15749445,16453794,16286154,191778736
"P11166","SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1",139879.515625,114222.9296875,134108.328125,89696.3828125,78298.609375,68138.4375,60856.29296875,82807.015625,131641.21875,144592.578125,148342.09375,137131.203125,339425.625,329933.3125,391184.28125,NA
"P11171","EPB41","Protein 4.1",31802.34765625,35826.35546875,34811.83984375,34642.1953125,22952.85546875,24500.791015625,22191.25,22954.9375,29402.9921875,27378.849609375,24007.662109375,26309.5,30775.8046875,35913.17578125,34465.890625,NA
"P11172","UMPS","Uridine 5'-monophosphate synthase",304633.40625,288472.40625,299614.59375,294129.4375,310768.03125,306148.34375,324282.25,294802.34375,296742.6875,309543.34375,288596.8125,293927.5,340495.9375,361148.90625,353102.0625,NA
"P11177","PDHB","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",299975.78125,286894.53125,303204.53125,299824.375,292459.71875,297506.78125,291165.0625,291747.28125,214069.859375,218652.46875,217704.875,230675.328125,265157.90625,283029.65625,264505.09375,NA
"P11182","DBT","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",67667.859375,62270.26171875,71387.03125,72665.8671875,59987.28125,64813.16015625,61959.30078125,57878.7734375,48275.85546875,47758.17578125,50945.19921875,54618.5859375,53597.23828125,67164.6953125,57546.59375,NA
"P11216","PYGB","Glycogen phosphorylase, brain form",342414.5625,367789.96875,359594.125,357051.78125,337763.625,370301.0625,357640.125,355144.03125,440415.84375,389567.46875,419028.9375,420981.40625,280616.96875,291353.34375,272506.34375,NA
"P11233","RALA","Ras-related protein Ral-A",268440.15625,233356.359375,261113.8125,269633.875,213610.1875,211400.578125,219179.328125,186458.46875,148539.890625,132112.140625,135883,136546.84375,159108.234375,156106.609375,155037.84375,NA
"P11234","RALB","Ras-related protein Ral-B",777414.75,761429.5625,755974.5625,866626,1010518.9375,1016702.5625,1119303.625,981441.5,868730.625,764921.375,792651.9375,787455,385362.1875,408781.25,387528.5,2259811.5
"P11274","BCR","Breakpoint cluster region protein",22891.48046875,27828.572265625,25209.94921875,26141.03515625,24788.146484375,25129.306640625,25127.443359375,23359.384765625,35175.6796875,32676.634765625,31528.173828125,32963.51171875,28365.892578125,29199.7265625,28626.400390625,NA
"P11279","LAMP1","Lysosome-associated membrane glycoprotein 1",465786.78125,615694.625,463710.40625,444723.875,540062.1875,433792.75,391745.78125,543574.25,414532.65625,380089.21875,439727.125,470027.96875,572858.8125,514849.75,514957.53125,NA
"P11310;Q5T4U5","ACADM","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain, isoform CRA_a",250265.171875,234093.515625,256220.25,264259.21875,273220.625,280857.0625,273252.96875,244668.75,288351.96875,275275.28125,300837.65625,300741.34375,252220.25,286988.71875,241704.03125,NA
"P11387","TOP1","DNA topoisomerase 1",584300.25,598537.6875,527922.25,698460.5,557141.25,436399.25,579828.875,557915.0625,999326.4375,561247.125,598528.5625,611799.1875,1246737.125,552906.125,947824.1875,NA
"P11388","TOP2A","DNA topoisomerase 2-alpha",15631.642578125,33756.625,57780.0703125,12935.369140625,15093.4462890625,31352.380859375,8772.423828125,60063.265625,15005.849609375,109940.96875,18882.451171875,77491.2734375,35290.06640625,46109.453125,47500.25390625,NA
"P11413","G6PD","Glucose-6-phosphate 1-dehydrogenase",797450.8125,830034.5,816701.25,943843.9375,816247,959510.375,1058136.875,806985.0625,1100083.375,1110385.625,992582.125,1017151.5,452804.03125,653133.6875,594323.375,4988007
"P11441","UBL4A","Ubiquitin-like protein 4A",199507.09375,216558.75,214786.4375,233980.921875,155615.421875,162392.5625,162482.5625,151913.015625,141368.59375,196435.328125,194528.203125,191059.328125,130728.015625,123678.09375,135910.609375,NA
"P11498","PC","Pyruvate carboxylase, mitochondrial",163139.234375,157724.3125,154750.671875,201598.453125,191745.265625,184635.9375,221409.125,192938.0625,169771.59375,146084.03125,137137.015625,141850.296875,134680.578125,152003.6875,116231.1953125,NA
"P11586","MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic",742906.9375,707649.1875,720957.125,786369.5,1088172.75,1092844.25,1099607.75,1079194.25,1578656.75,1572459.875,1614395.75,1628509.75,1144662.25,1253993.375,1213467.5,3822548.25
